Rank,country,Capital,Continent,Area__km_,latitude,longitude,year,population
201,Antigua and Barbuda,Saint John’s,North America,442,17.1184569,-61.8448509,_1975,64035
198,Aruba,Oranjestad,North America,180,12.5268736,-70.0356845,_1975,60715
176,Bahamas,Nassau,North America,13943,25.0782266,-77.3383438,_1975,201881
186,Barbados,Bridgetown,North America,430,13.0977832,-59.6184184,_1975,247090
177,Belize,Belmopan,North America,22966,17.250199,-88.770018,_1975,130801
206,Bermuda,Hamilton,North America,54,43.2560802,-79.8728583,_1975,53256
221,British Virgin Islands,Road Town,North America,151,18.425766,-64.6230914,_1975,10282
39,Canada,Ottawa,North America,9984670,45.4208777,-75.6901106,_1975,23136252
205,Cayman Islands,George Town,North America,264,5.4141619,100.3287352,_1975,13791
124,Costa Rica,San José,North America,51100,9.9325427,-84.0795782,_1975,2111850
85,Cuba,Havana,North America,109884,23.135305,-82.3589631,_1975,9514305
204,Dominica,Roseau,North America,751,48.7710371,-95.7697882,_1975,71300
84,Dominican Republic,Santo Domingo,North America,48671,18.4801972,-69.942111,_1975,5106453
112,El Salvador,San Salvador,North America,21041,13.6989939,-89.1914249,_1975,4076751
208,Greenland,Nuuk,North America,2166086,64.1766835,-51.7359356,_1975,49151
193,Grenada,Saint George's,North America,344,12.0535331,-61.751805,_1975,97165
178,Guadeloupe,Basse-Terre,North America,1628,16.0000778,-61.7333373,_1975,324878
68,Guatemala,Guatemala City,North America,108889,14.6424667,-90.5131361,_1975,6201734
82,Haiti,Port-au-Prince,North America,27750,18.547327,-72.3395928,_1975,5124560
89,Honduras,Tegucigalpa,North America,112492,14.1057433,-87.2040052,_1975,3231631
139,Jamaica,Kingston,North America,10991,17.9712148,-76.7928128,_1975,2003094
180,Martinique,Fort-de-France,North America,1128,14.6027962,-61.0676724,_1975,328795
10,Mexico,Mexico City,North America,1964375,19.4326296,-99.1331785,_1975,58691882
230,Montserrat,Brades,North America,102,16.7890601,-62.208731,_1975,11533
106,Nicaragua,Managua,North America,130373,12.1544035,-86.2737642,_1975,2857461
128,Panama,Panama City,North America,75417,30.1586518,-85.6602936,_1975,1734876
136,Puerto Rico,San Juan,North America,8870,18.465299,-66.116666,_1975,2972267
228,Saint Barthelemy,Gustavia,North America,21,17.8957043,-62.8508372,_1975,2575
190,Saint Lucia,Castries,North America,616,43.6779101,3.9868904,_1975,111497
220,Saint Martin,Marigot,North America,53,18.0668544,-63.0848869,_1975,6656
214,Sint Maarten,Philipsburg,North America,34,18.0250713,-63.0483073,_1975,8906
153,Trinidad and Tobago,Port-of-Spain,North America,5130,10.6572678,-61.5180173,_1975,1054017
3,United States,"Washington, D.C.",North America,9372610,38.8950368,-77.0365427,_1975,211274535
33,Argentina,Buenos Aires,South America,2780400,-34.6037181,-58.38153,_1975,25875558
80,Bolivia,Sucre,South America,1098581,-19.0477251,-65.2594306,_1975,5127776
7,Brazil,Brasilia,South America,8515767,-10.3333333,-53.2,_1975,62851312
65,Chile,Santiago,South America,756102,9.8694792,-83.7980749,_1975,10639531
28,Colombia,Bogota,South America,1141748,4.6529539,-74.0835643,_1975,23403731
67,Ecuador,Quito,South America,276841,-0.2201641,-78.5123274,_1975,7105786
231,Falkland Islands,Stanley,South America,12173,-51.6930616,-57.856525,_1975,2280
184,French Guiana,Cayenne,South America,83534,4.9371544,-52.3258736,_1975,54347
164,Guyana,Georgetown,South America,214969,6.8137426,-58.1624465,_1975,745590
109,Paraguay,Asunción,South America,406752,-25.2800459,-57.6343814,_1975,2714664
44,Peru,Lima,South America,1285216,-12.0621065,-77.0365256,_1975,15441497
170,Suriname,Paramaribo,South America,163820,5.8241764499999995,-55.16628130970069,_1975,392137
133,Uruguay,Montevideo,South America,181034,-34.9058916,-56.1913095,_1975,2871947
51,Venezuela,Caracas,South America,916445,10.5060934,-66.9146008,_1975,13176387
36,Afghanistan,Kabul,Asia,652230,34.5260109,69.1776838,_1980,12486631
140,Armenia,Yerevan,Asia,29743,40.1777112,44.5126233,_1980,3135123
91,Azerbaijan,Baku,Asia,86600,40.3755885,49.8328009,_1980,6383060
154,Bahrain,Manama,Asia,765,26.2235041,50.5822436,_1980,362595
8,Bangladesh,Dhaka,Asia,147570,23.7644025,90.389015,_1980,83929765
165,Bhutan,Thimphu,Asia,38394,27.4781469,89.62627973726109,_1980,415257
175,Brunei,Bandar Seri Begawan,Asia,5765,4.8895453,114.9417574,_1980,187921
73,Cambodia,Phnom Penh,Asia,181035,11.568271,104.9224426,_1980,6198959
1,China,Beijing,Asia,9706961,39.9057136,116.3912972,_1980,982372466
131,Georgia,Tbilisi,Asia,69700,41.6934591,44.8014495,_1980,5145843
104,Hong Kong,Hong Kong,Asia,1104,22.350627,114.1849161,_1980,4978544
2,India,New Delhi,Asia,3287590,28.6138954,77.2090057,_1980,696828385
4,Indonesia,Jakarta,Asia,1904569,-6.175247,106.8270488,_1980,148177096
17,Iran,Tehran,Asia,1648195,35.6892523,51.3896004,_1980,38520664
35,Iraq,Baghdad,Asia,438317,33.3061701,44.3872213,_1980,13653369
98,Israel,Jerusalem,Asia,20770,31.78847185,35.21879441094499,_1980,3744608
11,Japan,Tokyo,Asia,377930,35.6821936,139.762221,_1980,117624196
83,Jordan,Amman,Asia,89342,31.9515694,35.9239625,_1980,2216903
66,Kazakhstan,Nursultan,Asia,2724900,51.1282205,71.4306682,_1980,14172710
129,Kuwait,Kuwait City,Asia,17818,29.3796532,47.9734174,_1980,1493870
110,Kyrgyzstan,Bishkek,Asia,199951,42.8777895,74.6066926,_1980,3691209
103,Laos,Vientiane,Asia,236800,17.9640988,102.6133707,_1980,3297519
119,Lebanon,Beirut,Asia,10452,33.8959203,35.47843,_1980,2963702
45,Malaysia,Kuala Lumpur,Asia,330803,3.1516964,101.6942371,_1980,13215707
174,Maldives,Malé,Asia,300,46.0726871,9.1668764,_1980,164887
134,Mongolia,Ulaanbaatar,Asia,1564110,47.94093275,106.91795035225584,_1980,1697780
26,Myanmar,Nay Pyi Taw,Asia,676578,19.7540045,96.1344976,_1980,33465781
49,Nepal,Kathmandu,Asia,147181,27.708317,85.3205817,_1980,15600442
56,North Korea,Pyongyang,Asia,120538,39.0167979,125.7473609,_1980,17973650
127,Oman,Muscat,Asia,309500,23.5882019,58.3829448,_1980,1017462
5,Pakistan,Islamabad,Asia,881912,33.6938118,73.0651511,_1980,80624057
13,Philippines,Manila,Asia,342353,14.5906346,120.9799964,_1980,48419546
143,Qatar,Doha,Asia,11586,25.2856329,51.5264162,_1980,277450
41,Saudi Arabia,Riyadh,Asia,2149690,24.638916,46.7160104,_1980,10171710
113,Singapore,Singapore,Asia,710,1.357107,103.8194992,_1980,2400729
29,South Korea,Seoul,Asia,100210,37.5666791,126.9782914,_1980,38170501
61,Sri Lanka,Colombo,Asia,65610,6.9388614,79.8542005,_1980,14943645
60,Syria,Damascus,Asia,185180,33.5130695,36.3095814,_1980,8898954
57,Taiwan,Taipei,Asia,36193,25.0375198,121.5636796,_1980,18100281
95,Tajikistan,Dushanbe,Asia,143100,38.5762709,68.7863573,_1980,4045965
20,Thailand,Bangkok,Asia,513120,13.8245796,100.6224463,_1980,45737753
155,Timor-Leste,Dili,Asia,14874,-8.5536809,125.5784093,_1980,642224
18,Turkey,Ankara,Asia,783562,39.9207759,32.8540497,_1980,44089069
111,Turkmenistan,Ashgabat,Asia,488100,37.9404648,58.3823487,_1980,2862903
97,United Arab Emirates,Abu Dhabi,Asia,83600,24.4538352,54.3774014,_1980,1014048
43,Uzbekistan,Tashkent,Asia,447400,41.3123363,69.2787079,_1980,15947129
16,Vietnam,Hanoi,Asia,331212,21.0283334,105.854041,_1980,52968270
46,Yemen,Sanaa,Asia,527968,15.3538569,44.2058841,_1980,9204938
34,Algeria,Algiers,Africa,2381741,36.7753606,3.0601882,_1980,18739378
42,Angola,Luanda,Africa,1246700,-8.8272699,13.2439512,_1980,8330047
77,Benin,Porto-Novo,Africa,112622,6.4990718,2.6253361,_1980,3833939
144,Botswana,Gaborone,Africa,582000,-24.6581357,25.9088474,_1980,938578
58,Burkina Faso,Ouagadougou,Africa,272967,12.3681873,-1.5270944,_1980,6932967
78,Burundi,Bujumbura,Africa,27834,-3.3638125,29.3675028,_1980,4312834
53,Cameroon,Yaounde,Africa,475442,3.8689867,11.5213344,_1980,8519891
171,Cape Verde,Praia,Africa,4033,14.9162811,-23.5095095,_1980,317234
117,Central African Republic,Bangui,Africa,622984,4.3635118,18.5835913,_1980,2415276
69,Chad,N'Djamena,Africa,1284000,12.1191543,15.0502758,_1980,4408230
163,Comoros,Moroni,Africa,1862,-11.6931255,43.2543044,_1980,328328
160,Djibouti,Djibouti,Africa,23200,11.8145966,42.8453061,_1980,324121
14,Egypt,Cairo,Africa,1002450,30.0443879,31.2357257,_1980,43748556
152,Equatorial Guinea,Malabo,Africa,28051,3.741877,8.7740663,_1980,282509
132,Eritrea,Asmara,Africa,117600,15.3389667,38.9326763,_1980,1657982
159,Eswatini,Mbabane,Africa,17364,-26.325745,31.144663,_1980,598564
12,Ethiopia,Addis Ababa,Africa,1104300,9.0358287,38.7524127,_1980,34945469
146,Gabon,Libreville,Africa,267668,0.4086518,9.4418849,_1980,749078
142,Gambia,Banjul,Africa,10689,13.45535,-16.575646,_1980,718586
47,Ghana,Accra,Africa,238533,5.5571096,-0.2012376,_1980,11865246
75,Guinea,Conakry,Africa,245857,9.5170602,-13.6998434,_1980,4972609
149,Guinea-Bissau,Bissau,Africa,36125,11.861324,-15.583055,_1980,831462
27,Kenya,Nairobi,Africa,580367,-1.2832533,36.8172449,_1980,16187124
147,Lesotho,Maseru,Africa,30355,-29.310054,27.478222,_1980,1407672
121,Liberia,Monrovia,Africa,111369,6.328034,-10.797788,_1980,1932169
107,Libya,Tripoli,Africa,1759540,32.896672,13.1777923,_1980,2962720
50,Madagascar,Antananarivo,Africa,587041,-18.9100122,47.5255809,_1980,8948162
62,Malawi,Lilongwe,Africa,118484,-13.9875107,33.768144,_1980,6267369
59,Mali,Bamako,Africa,1240192,12.61326555,-7.984739136241295,_1980,7372581
126,Mauritania,Nouakchott,Africa,1030700,18.061891799999998,-15.931148157832908,_1980,1506694
157,Mauritius,Port Louis,Africa,2040,-20.1624522,57.5028044,_1980,954865
182,Mayotte,Mamoudzou,Africa,374,-12.7804136,45.2279761,_1980,52233
40,Morocco,Rabat,Africa,446550,34.02236,-6.8340222,_1980,19678444
48,Mozambique,Maputo,Africa,801590,-25.966213,32.56745,_1980,11413587
145,Namibia,Windhoek,Africa,825615,-22.5776104,17.0772739,_1980,975994
54,Niger,Niamey,Africa,1267000,13.524834,2.109823,_1980,6173177
6,Nigeria,Abuja,Africa,923768,9.0643305,7.4892974,_1980,72951439
76,Rwanda,Kigali,Africa,26338,-1.950851,30.061507,_1980,5247532
72,Senegal,Dakar,Africa,196722,14.693425,-17.447938,_1980,5703869
196,Seychelles,Victoria,Africa,452,-36.5986096,144.6780052,_1980,65290
102,Sierra Leone,Freetown,Africa,71740,8.479004,-13.26795,_1980,3367477
70,Somalia,Mogadishu,Africa,637657,2.0349312,45.3419183,_1980,5892224
24,South Africa,Pretoria,Africa,1221037,-25.7459277,28.1879101,_1980,29463549
86,South Sudan,Juba,Africa,619745,4.8459246,31.5959173,_1980,4192011
32,Sudan,Khartoum,Africa,1886068,15.5635972,32.5349123,_1980,16673586
22,Tanzania,Dodoma,Africa,945087,-6.1791181,35.7468174,_1980,19297659
100,Togo,Lomé,Africa,56785,6.130419,1.215829,_1980,2838110
79,Tunisia,Tunis,Africa,163610,36.8002068,10.1857757,_1980,6578156
31,Uganda,Kampala,Africa,241550,0.3177137,32.5813539,_1980,13284026
172,Western Sahara,El Aaiún,Africa,266000,27.154512,-13.1953921,_1980,116775
63,Zambia,Lusaka,Africa,752612,-15.357609,29.1653092,_1980,5720438
74,Zimbabwe,Harare,Africa,390757,-17.8567035,31.0601584,_1980,7049926
138,Albania,Tirana,Europe,28748,41.3281482,19.8184435,_1980,2941651
203,Andorra,Andorra la Vella,Europe,468,42.49791845,1.5032263738029337,_1980,35611
99,Austria,Vienna,Europe,83871,48.2083537,16.3725042,_1980,7547561
96,Belarus,Minsk,Europe,207600,53.9024716,27.5618225,_1980,9817257
81,Belgium,Brussels,Europe,30528,50.8550018,4.3512333761166175,_1980,9828986
137,Bosnia and Herzegovina,Sarajevo,Europe,51209,43.8519774,18.3866868,_1980,4199820
108,Bulgaria,Sofia,Europe,110879,-15.2538402,48.2562163,_1980,8980606
130,Croatia,Zagreb,Europe,56594,45.84264135,15.962231476593626,_1980,4680144
158,Cyprus,Nicosia,Europe,9251,35.1746503,33.3638783,_1980,679327
115,Denmark,Copenhagen,Europe,43094,55.6867243,12.5700724,_1980,5125392
156,Estonia,Tallinn,Europe,45227,59.4372155,24.7453688,_1980,1476983
209,Faroe Islands,Tórshavn,Europe,1393,62.012,-6.768,_1980,43054
118,Finland,Helsinki,Europe,338424,60.1674881,24.9427473,_1980,4779418
23,France,Paris,Europe,551695,48.8534951,2.3483915,_1980,53713830
19,Germany,Berlin,Europe,357114,52.5170365,13.3888599,_1980,77786703
219,Gibraltar,Gibraltar,Europe,6,36.1285933,-5.3474761,_1980,28734
90,Greece,Athens,Europe,131990,33.9597677,-83.376398,_1980,9307148
94,Hungary,Budapest,Europe,93028,47.4978789,19.0402383,_1980,10698679
179,Iceland,Reykjavík,Europe,103000,64.145981,-21.9422367,_1980,228263
125,Ireland,Dublin,Europe,70273,53.3493795,-6.2605593,_1980,3391387
202,Isle of Man,Douglas,Europe,572,39.7628415,-88.2170516,_1980,64022
25,Italy,Rome,Europe,301336,41.8933203,12.4829321,_1980,56329482
151,Latvia,Riga,Europe,64559,56.9493977,24.1051846,_1980,2572037
216,Liechtenstein,Vaduz,Europe,160,47.1392862,9.5227962,_1980,25003
141,Lithuania,Vilnius,Europe,65300,54.6870458,25.2829111,_1980,3521206
168,Luxembourg,Luxembourg,Europe,2586,49.6112768,6.129799,_1980,363741
173,Malta,Valletta,Europe,316,35.8989818,14.5136759,_1980,333587
135,Moldova,Chisinau,Europe,33846,47.0245117,28.8322923,_1980,4103240
217,Monaco,Monaco,Europe,2,43.7323492,7.4276832,_1980,27076
169,Montenegro,Podgorica,Europe,13812,42.4415238,19.2621081,_1980,589324
71,Netherlands,Amsterdam,Europe,41850,52.3730796,4.8924534,_1980,14130387
150,North Macedonia,Skopje,Europe,25713,41.9961816,21.4319213,_1980,1907023
120,Norway,Oslo,Europe,323802,59.9133301,10.7389701,_1980,4085776
37,Poland,Warsaw,Europe,312679,52.2337172,21.071432235636493,_1980,35521429
92,Portugal,Lisbon,Europe,92090,38.7077507,-9.1365919,_1980,9785252
64,Romania,Bucharest,Europe,238391,44.4361414,26.1027202,_1980,22125224
9,Russia,Moscow,Europe,17098242,55.625578,37.6063916,_1980,138257420
218,San Marino,San Marino,Europe,61,43.9458623,12.458306,_1980,21346
105,Serbia,Belgrade,Europe,88361,44.8178131,20.4568974,_1980,7777010
116,Slovakia,Bratislava,Europe,49037,48.15926025,17.139658691421687,_1980,4973883
148,Slovenia,Ljubljana,Europe,20273,46.0500268,14.5069289,_1980,1901570
30,Spain,Madrid,Europe,505992,40.4167047,-3.7035825,_1980,37491666
87,Sweden,Stockholm,Europe,450295,59.3251172,18.0710935,_1980,8311763
101,Switzerland,Bern,Europe,41284,46.9484742,7.4521749,_1980,6319113
38,Ukraine,Kiev,Europe,603500,50.4500336,30.5241361,_1980,49973920
21,United Kingdom,London,Europe,242900,51.4893335,-0.14405508452768728,_1980,56326328
213,American Samoa,Pago Pago,Oceania,199,-14.2754786,-170.7048298,_1980,32886
55,Australia,Canberra,Oceania,7692024,-35.2975906,149.1012676,_1980,14706322
223,Cook Islands,Avarua,Oceania,236,-21.2074736,-159.7708145,_1980,17651
162,Fiji,Suva,Oceania,18272,-18.1415884,178.4421662,_1980,644582
183,French Polynesia,Papeete,Oceania,4167,-17.5373835,-149.5659964,_1980,163591
191,Guam,Hagåtña,Oceania,549,13.4748148,144.7516191,_1980,110286
192,Kiribati,Tarawa,Oceania,811,1.4845541999999998,172.96896482000938,_1980,60813
215,Marshall Islands,Majuro,Oceania,181,7.0909924,171.3816354,_1980,31988
194,Micronesia,Palikir,Oceania,702,6.920744,158.1627143,_1980,76299
225,Nauru,Yaren,Oceania,21,-0.5469030500000001,166.92235277906863,_1980,7635
185,New Caledonia,Nouméa,Oceania,18575,-22.2745264,166.442419,_1980,148599
123,New Zealand,Wellington,Oceania,270467,-41.2887953,174.7772114,_1980,3147168
232,Niue,Alofi,Oceania,260,-19.0534159,-169.919199,_1980,3637
210,Northern Mariana Islands,Saipan,Oceania,464,15.1909825,145.746743003024,_1980,17613
222,Palau,Ngerulmud,Oceania,459,7.5006446,134.6242864,_1980,12252
93,Papua New Guinea,Port Moresby,Oceania,462840,-9.4743301,147.1599504,_1980,3104788
188,Samoa,Apia,Oceania,2842,-13.8344639,-171.7649144,_1980,164905
166,Solomon Islands,Honiara,Oceania,28896,-9.437797549999999,159.9624174786047,_1980,233668
233,Tokelau,Nukunonu,Oceania,12,-9.2004722,-171.8479453,_1980,1647
197,Tonga,Nuku‘alofa,Oceania,747,-21.1343401,-175.201808,_1980,96708
227,Tuvalu,Funafuti,Oceania,26,-8.5199633,179.1982548,_1980,7731
181,Vanuatu,Port-Vila,Oceania,12189,-17.7414972,168.3150163,_1980,118156
224,Anguilla,The Valley,North America,91,51.486391499999996,0.03615848943681707,_1980,6560
201,Antigua and Barbuda,Saint John’s,North America,442,17.1184569,-61.8448509,_1980,64888
198,Aruba,Oranjestad,North America,180,12.5268736,-70.0356845,_1980,62267
176,Bahamas,Nassau,North America,13943,25.0782266,-77.3383438,_1980,223752
186,Barbados,Bridgetown,North America,430,13.0977832,-59.6184184,_1980,253575
177,Belize,Belmopan,North America,22966,17.250199,-88.770018,_1980,145133
206,Bermuda,Hamilton,North America,54,43.2560802,-79.8728583,_1980,53565
221,British Virgin Islands,Road Town,North America,151,18.425766,-64.6230914,_1980,11109
39,Canada,Ottawa,North America,9984670,45.4208777,-75.6901106,_1980,24511510
205,Cayman Islands,George Town,North America,264,5.4141619,100.3287352,_1980,17100
124,Costa Rica,San José,North America,51100,9.9325427,-84.0795782,_1980,2414303
85,Cuba,Havana,North America,109884,23.135305,-82.3589631,_1980,9809107
204,Dominica,Roseau,North America,751,48.7710371,-95.7697882,_1980,72978
84,Dominican Republic,Santo Domingo,North America,48671,18.4801972,-69.942111,_1980,5755800
112,El Salvador,San Salvador,North America,21041,13.6989939,-89.1914249,_1980,4508992
208,Greenland,Nuuk,North America,2166086,64.1766835,-51.7359356,_1980,50106
193,Grenada,Saint George's,North America,344,12.0535331,-61.751805,_1980,94838
178,Guadeloupe,Basse-Terre,North America,1628,16.0000778,-61.7333373,_1980,334234
68,Guatemala,Guatemala City,North America,108889,14.6424667,-90.5131361,_1980,6987767
82,Haiti,Port-au-Prince,North America,27750,18.547327,-72.3395928,_1980,5646676
89,Honduras,Tegucigalpa,North America,112492,14.1057433,-87.2040052,_1980,3777990
139,Jamaica,Kingston,North America,10991,17.9712148,-76.7928128,_1980,2135546
180,Martinique,Fort-de-France,North America,1128,14.6027962,-61.0676724,_1980,333786
10,Mexico,Mexico City,North America,1964375,19.4326296,-99.1331785,_1980,67705186
230,Montserrat,Brades,North America,102,16.7890601,-62.208731,_1980,11452
106,Nicaragua,Managua,North America,130373,12.1544035,-86.2737642,_1980,3303309
128,Panama,Panama City,North America,75417,30.1586518,-85.6602936,_1980,1956987
136,Puerto Rico,San Juan,North America,8870,18.465299,-66.116666,_1980,3214568
228,Saint Barthelemy,Gustavia,North America,21,17.8957043,-62.8508372,_1980,2983
190,Saint Lucia,Castries,North America,616,43.6779101,3.9868904,_1980,121633
220,Saint Martin,Marigot,North America,53,18.0668544,-63.0848869,_1980,7776
214,Sint Maarten,Philipsburg,North America,34,18.0250713,-63.0483073,_1980,12243
153,Trinidad and Tobago,Port-of-Spain,North America,5130,10.6572678,-61.5180173,_1980,1127852
3,United States,"Washington, D.C.",North America,9372610,38.8950368,-77.0365427,_1980,223140018
33,Argentina,Buenos Aires,South America,2780400,-34.6037181,-58.38153,_1980,28024803
80,Bolivia,Sucre,South America,1098581,-19.0477251,-65.2594306,_1980,5736088
7,Brazil,Brasilia,South America,8515767,-10.3333333,-53.2,_1980,122288383
65,Chile,Santiago,South America,756102,9.8694792,-83.7980749,_1980,11469828
28,Colombia,Bogota,South America,1141748,4.6529539,-74.0835643,_1980,26176195
67,Ecuador,Quito,South America,276841,-0.2201641,-78.5123274,_1980,8135845
231,Falkland Islands,Stanley,South America,12173,-51.6930616,-57.856525,_1980,2240
184,French Guiana,Cayenne,South America,83534,4.9371544,-52.3258736,_1980,66825
164,Guyana,Georgetown,South America,214969,6.8137426,-58.1624465,_1980,778176
109,Paraguay,Asunción,South America,406752,-25.2800459,-57.6343814,_1980,3078912
44,Peru,Lima,South America,1285216,-12.0621065,-77.0365256,_1980,17492406
170,Suriname,Paramaribo,South America,163820,5.8241764499999995,-55.16628130970069,_1980,375112
133,Uruguay,Montevideo,South America,181034,-34.9058916,-56.1913095,_1980,2953750
51,Venezuela,Caracas,South America,916445,10.5060934,-66.9146008,_1980,15210443
36,Afghanistan,Kabul,Asia,652230,34.5260109,69.1776838,_1985,10512221
140,Armenia,Yerevan,Asia,29743,40.1777112,44.5126233,_1985,3300896
